"Path","Lines","SHA256","Review"
"src/main/windows/panel-window.ts","153","3400AE515394859620263C6EA65B08F9774A990C7A0A28DDD6743F6809CF6CA7","Source read and integration traced"
"src/preload/index.ts","60","A1606D2267D6C07AD7F0C419685921F12646A87C5EEC702466F35824547F0BE5","Source read and integration traced"
"src/renderer/media/browser-recognition.test.ts","57","62FAEBF331FE583BC062090650F07832DEC58BEC22D2837AAB3C157540EA0621","Test source and assertions read"
"src/renderer/media/browser-recognition.ts","69","2415F614C423CB4E3729C1094B1CF6299B73CC3DEDF54425DEF801126DFAA7B5","Source read and integration traced"
"src/renderer/media/index.html","5","D8BEF28FB1B76F6668751CF03D27B2CE02D11A6DA5388C0295326E687CD911AF","Source read and integration traced"
"src/renderer/media/main.ts","12","95ED2AD2EEE4A8725C4DBF7B0EBB21AC1981043B8CF24DB1E1F1BC81C4178FD1","Source read and integration traced"
"src/renderer/media/pcm-microphone.test.ts","82","C73AC09E7E08F0526730F0D9F3816805AF45A0A37ADAA3B2DBBA32339B44AAC1","Test source and assertions read"
"src/renderer/media/pcm-microphone.ts","103","56B0A4C6F9D9E8716122E11109BD29B8F9C2E507E717DAB923BE638E56F9167B","Source read and integration traced"
"src/renderer/media/speech-playback.test.ts","59","A0E93AD1A58BFF38F1F02491FE73977B7E9058517AE959559B61DF6AAF3AE853","Test source and assertions read"
"src/renderer/media/speech-playback.ts","51","6457034DE8F363257A3C2D5BB9D89592CC6E4749204CFF2FA7CDA9581CB76C43","Source read and integration traced"
"src/renderer/overlay/App.tsx","114","B16822BAB9CE6A9A1725C1AA602162BCA7DAC30AB9412F27B12C8663806DCF45","Source read and integration traced"
"src/renderer/overlay/components/AudioWaveform.tsx","62","DE0CEE0AA8D23AD44BB83C3DF3F8FFB207AA6A5B3252862997AB5C32A62B7749","Source read and integration traced"
"src/renderer/overlay/components/BoundingBoxHighlight.tsx","72","0C90BB7551F450193B2CE98791BC2AD4D7D517DEAA2D59C0469D9FEBBD02688D","Source read and integration traced"
"src/renderer/overlay/components/CursorBuddy.tsx","167","196A7ACC411756856430B055186D805EC7177D70A21A403059EB628867DA10B0","Source read and integration traced"
"src/renderer/overlay/components/ProcessingIndicator.tsx","53","0072F2EA1B50867896C820053B0F26F438BB0B763FC563CB3673EF4EDBF44F9D","Source read and integration traced"
"src/renderer/overlay/components/SpeechBubble.tsx","54","42FCFAE56E70AA57789EC0E158023D6EDC1D18B856BB0E9E8F9855BA23021170","Source read and integration traced"
"src/renderer/overlay/events.test.ts","33","9B85FADE3816AD42E1DB4FF5444FC00E3275780D96FF7047B80A916B8B5EE4AC","Test source and assertions read"
"src/renderer/overlay/events.ts","39","15B20C3D05C1B5057DDE74FF23C6327E55FF7C612EAF08EE0323E5589BD96A89","Source read and integration traced"
"src/renderer/overlay/index.css","107","D89CAD00F989D07BA7F4E20E979042F30B79A9F59B9661ABA9DCCF7FC5CE3B34","Source read and integration traced"
"src/renderer/overlay/index.html","23","3331E979D460C0F866AF997FE66B48EFF3649CDF182F8690B3F4E3172D2D8BB1","Source read and integration traced"
"src/renderer/overlay/main.tsx","12","C077649F156909831AE2B2F928E3184928B858A25EC45626477B4CAD2F767EC9","Source read and integration traced"
"src/renderer/panel/App.tsx","155","1B283C0DB98BD82C79A8569F73426C68CFC900F64759AAD06BD39AE387ECF5AC","Source read and integration traced"
"src/renderer/panel/components/HotkeyConfigurator.tsx","74","3C69EF205F2DEB8FDFA90FD8B98AB53AE7D44E2DF899521FAB71AD89B204C176","Source read and integration traced"
"src/renderer/panel/components/OnboardingWizard.test.ts","8","42F3788872D1B69658FD54EDF0B2DC2D2A9AFEA88E2857BBEEA0BD616172BAE4","Test source and assertions read"
"src/renderer/panel/components/OnboardingWizard.tsx","195","455B3B4D41664ABC5691E55F2D35AF59E7BB6407AE10F27B0775782019F2148B","Source read and integration traced"
"src/renderer/panel/components/ProviderSelectors.tsx","86","9A4EB8BDE8D0CD77DEA8FE168691C31F81F6EFCBDC4021F21C9D478C34224B90","Source read and integration traced"
"src/renderer/panel/components/StatusHeader.tsx","97","37C67920F7CBBAAD75A7928F2EFAC9743BEA7DA9927B9C15309B31C6C62A3AA1","Source read and integration traced"
"src/renderer/panel/components/VoiceToggleButton.tsx","54","BC7C2C75383DE2CF84DA531B9F11AF300F77C79F83B37B0CF5A4EE358A6E95A7","Source read and integration traced"
"src/renderer/panel/index.css","173","F422271B29CEB7093C5A12EC945E3924E5C3ABD0D6DC14546799141E5A0FEBBD","Source read and integration traced"
"src/renderer/panel/index.html","12","BC6B2D90DD11CE555F58410D3C147B426802FB4A0A3F291402D0E2B29A8C2A51","Source read and integration traced"
"src/renderer/panel/main.tsx","12","C077649F156909831AE2B2F928E3184928B858A25EC45626477B4CAD2F767EC9","Source read and integration traced"
"src/renderer/public/pcm-worklet.js","51","455DCE3E19EC921560512CFEE085C28E692361FDC0801D2D4A069C6D7ED12F1E","Source read and integration traced"
"src/shared/capabilities.ts","151","EC4B44B5DB2D093A8514FB7D5FFA0AFBF0ECF32327E6E9114BC45C77C30ACF3E","Source read and integration traced"
"src/shared/channels.ts","97","08A73EB78A56C2B4DF537CDC7AC5CEAE2B8833EFA14CA5EF2A6F229C08FF5D30","Source read and integration traced"
"src/shared/settings.ts","50","ECD85DD8AB563941520FD81D61B8CDFA2319A6672C48D4B1217524F5451F0B5B","Source read and integration traced"
"src/shared/types/ipc.ts","118","56A5012F6AC3D6173040812DB6DDBF4BAFAEC203E69AB8AED99367A11409F33A","Source read and integration traced"
"src/shared/types/pip-api.d.ts","58","364FDB5AFA0C60AD5358EF97027948CCCEBB4F1EE44F26BA6CE0718ECC80803F","Source read and integration traced"
"test/worker-auth.integration.test.ts","122","8FA9CA2902F0424B8184DBCA01F99AAC065F455868F8EE422B26D7A8B341D658","Test source and assertions read"
"test/worker-validation.integration.test.ts","148","A1CBED36FE5418604E01EE8A817C73874214D761508246DCB6AF5925CA5D1847","Test source and assertions read"
"worker/src/admin.ts","49","E42B893CA6F6DE5F956691F3BF24C654FBBA4D1DCA38C495E940B6A8AD118CC3","Source read and integration traced"
"worker/src/auth.ts","138","C561332EC05BAFBC42BA46FC52664A572531765C4A298828D06B0F30E2603797","Source read and integration traced"
"worker/src/index.ts","424","B64CA5C2EEAEB92CD562F46013511DC36FF6C97EA90475029704728DBBF8CADA","Source read and integration traced"
"worker/src/quota.ts","123","DC72C85065439386C8A5AC4843C99298A8DC990B9D05B8C1B4317A2CD4F8CFD5","Source read and integration traced"
"worker/src/validation.ts","152","582548BF9B04D44AD51E2251D53EEDC1D4815E75474CC9A2D096D560F3C52D17","Source read and integration traced"
